Cycle ID	Step ID	Step Name	Record ID	Time(h:min:s.ms)	Voltage(V)	Current(mA)	Capacity(mAh)	Energy(mWh)	Realtime	dQ/dV(mAh/V)
1	3	CV_Chg	54	0:00:30.000	4.1998	197.1700	1.6900	7.1000	05/30/2024 14:31:19	549.1200
1	3	CV_Chg	55	0:00:33.000	4.1998	196.1100	1.8600	7.7900	05/30/2024 14:31:22	0.0000
1	3	CV_Chg	56	0:00:36.000	4.1998	195.0000	2.0200	8.4800	05/30/2024 14:31:25	0.0000
1	3	CV_Chg	57	0:00:39.000	4.1995	192.5200	2.1800	9.1500	05/30/2024 14:31:28	-538.2200
1	3	CV_Chg	58	0:00:42.000	4.1998	190.6600	2.3400	9.8200	05/30/2024 14:31:31	531.9700
1	3	CV_Chg	59	0:00:45.000	4.1998	189.0500	2.5000	10.4900	05/30/2024 14:31:34	0.0000
1	3	CV_Chg	60	0:00:48.000	4.1998	187.1800	2.6500	11.1500	05/30/2024 14:31:37	0.0000
1	3	CV_Chg	61	0:00:51.000	4.1995	185.7000	2.8100	11.8000	05/30/2024 14:31:40	-517.6500
1	3	CV_Chg	62	0:00:54.000	4.1998	184.5200	2.9600	12.4500	05/30/2024 14:31:43	514.0600
1	3	CV_Chg	63	0:00:57.000	4.1995	183.6500	3.1200	13.0900	05/30/2024 14:31:46	-511.3100
1	3	CV_Chg	64	0:01:00.000	4.1998	183.0300	3.2700	13.7300	05/30/2024 14:31:49	509.1900
1	3	CV_Chg	65	0:01:02.200	4.1998	157.9200	3.3800	14.1800	05/30/2024 14:31:51	0.0000
1	3	CV_Chg	66	0:01:03.000	4.1998	151.2800	3.4100	14.3200	05/30/2024 14:31:52	0.0000
1	3	CV_Chg	67	0:01:06.000	4.1995	144.4000	3.5300	14.8400	05/30/2024 14:31:55	-407.8100
1	3	CV_Chg	68	0:01:09.000	4.1998	139.6900	3.6500	15.3300	05/30/2024 14:31:58	392.2800
1	3	CV_Chg	69	0:01:12.000	4.1998	140.3700	3.7700	15.8200	05/30/2024 14:32:01	0.0000
1	3	CV_Chg	70	0:01:15.000	4.1998	137.9500	3.8800	16.3100	05/30/2024 14:32:04	0.0000
1	3	CV_Chg	71	0:01:18.000	4.1995	139.0100	4.0000	16.7900	05/30/2024 14:32:07	-384.5800
1	3	CV_Chg	72	0:01:21.000	4.1998	140.3100	4.1100	17.2800	05/30/2024 14:32:10	388.1700
1	3	CV_Chg	73	0:01:24.000	4.1998	140.9900	4.2300	17.7700	05/30/2024 14:32:13	0.0000
1	3	CV_Chg	74	0:01:27.000	4.1998	141.4300	4.3500	18.2700	05/30/2024 14:32:16	0.0000
1	3	CV_Chg	75	0:01:30.000	4.1995	141.7400	4.4700	18.7600	05/30/2024 14:32:19	-393.3100
1	3	CV_Chg	76	0:01:33.000	4.1995	142.2900	4.5900	19.2600	05/30/2024 14:32:22	0.0000
1	3	CV_Chg	77	0:01:36.000	4.1998	142.9100	4.7000	19.7600	05/30/2024 14:32:25	396.0100
1	3	CV_Chg	78	0:01:39.000	4.1998	143.2900	4.8200	20.2600	05/30/2024 14:32:28	0.0000
1	3	CV_Chg	79	0:01:42.000	4.1995	143.6000	4.9400	20.7600	05/30/2024 14:32:31	-398.4700
1	3	CV_Chg	80	0:01:45.000	4.1998	143.6600	5.0600	21.2600	05/30/2024 14:32:34	399.0200
1	3	CV_Chg	81	0:01:48.000	4.1998	143.7800	5.1800	21.7700	05/30/2024 14:32:37	0.0000
1	3	CV_Chg	82	0:01:51.000	4.1998	143.7800	5.3000	22.2700	05/30/2024 14:32:40	0.0000
1	3	CV_Chg	83	0:01:54.000	4.1998	143.6600	5.4200	22.7700	05/30/2024 14:32:43	0.0000
1	3	CV_Chg	84	0:01:57.000	4.1998	143.4700	5.5400	23.2800	05/30/2024 14:32:46	0.0000
1	3	CV_Chg	85	0:02:00.000	4.1998	143.3500	5.6600	23.7800	05/30/2024 14:32:49	0.0000
1	3	CV_Chg	86	0:02:03.000	4.1998	143.2200	5.7800	24.2800	05/30/2024 14:32:52	0.0000
1	3	CV_Chg	87	0:02:06.000	4.1998	143.1600	5.9000	24.7800	05/30/2024 14:32:55	0.0000
1	3	CV_Chg	88	0:02:09.000	4.1998	143.1000	6.0200	25.2800	05/30/2024 14:32:58	0.0000
1	3	CV_Chg	89	0:02:12.000	4.1998	143.0400	6.1400	25.7800	05/30/2024 14:33:01	0.0000
1	3	CV_Chg	90	0:02:15.000	4.1998	142.8500	6.2600	26.2800	05/30/2024 14:33:04	0.0000
1	3	CV_Chg	91	0:02:18.000	4.1998	142.5400	6.3800	26.7800	05/30/2024 14:33:07	0.0000
1	3	CV_Chg	92	0:02:21.000	4.1998	142.2900	6.5000	27.2800	05/30/2024 14:33:10	0.0000
1	3	CV_Chg	93	0:02:24.000	4.1998	142.1700	6.6100	27.7800	05/30/2024 14:33:13	0.0000
1	3	CV_Chg	94	0:02:27.000	4.1995	141.9200	6.7300	28.2700	05/30/2024 14:33:16	-394.5300
1	3	CV_Chg	95	0:02:30.000	4.1998	141.7400	6.8500	28.7700	05/30/2024 14:33:19	393.9400
1	3	CV_Chg	96	0:02:33.000	4.1995	141.4900	6.9700	29.2700	05/30/2024 14:33:22	-393.2900
1	3	CV_Chg	97	0:02:36.000	4.1998	141.1800	7.0900	29.7600	05/30/2024 14:33:25	392.5700
1	3	CV_Chg	98	0:02:39.000	4.1998	140.9300	7.2000	30.2500	05/30/2024 14:33:28	0.0000
1	3	CV_Chg	99	0:02:42.000	4.1998	140.6800	7.3200	30.7500	05/30/2024 14:33:31	0.0000
1	3	CV_Chg	100	0:02:45.000	4.1998	140.3100	7.4400	31.2400	05/30/2024 14:33:34	0.0000
1	3	CV_Chg	101	0:02:48.000	4.1995	140.0600	7.5600	31.7300	05/30/2024 14:33:37	-389.4400
1	3	CV_Chg	102	0:02:51.000	4.1998	139.8100	7.6700	32.2200	05/30/2024 14:33:40	388.7400
1	3	CV_Chg	103	0:02:54.000	4.1998	139.6300	7.7900	32.7100	05/30/2024 14:33:43	0.0000
1	3	CV_Chg	104	0:02:57.000	4.1995	139.2600	7.9000	33.2000	05/30/2024 14:33:46	-387.3100
1	3	CV_Chg	105	0:03:00.000	4.1998	138.7600	8.0200	33.6800	05/30/2024 14:33:49	386.0400
1	3	CV_Chg	106	0:03:03.000	4.1995	138.5100	8.1400	34.1700	05/30/2024 14:33:52	-385.1800
1	3	CV_Chg	107	0:03:06.000	4.1998	138.1400	8.2500	34.6500	05/30/2024 14:33:55	384.2100
1	3	CV_Chg	108	0:03:09.000	4.1998	137.8900	8.3700	35.1400	05/30/2024 14:33:58	0.0000
1	3	CV_Chg	109	0:03:12.000	4.1998	137.5800	8.4800	35.6200	05/30/2024 14:34:01	0.0000
1	3	CV_Chg	110	0:03:15.000	4.1998	137.4000	8.6000	36.1000	05/30/2024 14:34:04	0.0000
1	3	CV_Chg	111	0:03:18.000	4.1995	137.1500	8.7100	36.5800	05/30/2024 14:34:07	-381.3300
1	3	CV_Chg	112	0:03:21.000	4.1998	136.7100	8.8200	37.0600	05/30/2024 14:34:10	380.3200
1	3	CV_Chg	113	0:03:24.000	4.1995	136.4700	8.9400	37.5400	05/30/2024 14:34:13	-379.4000
1	3	CV_Chg	114	0:03:27.000	4.1998	136.1600	9.0500	38.0100	05/30/2024 14:34:16	378.6400
1	3	CV_Chg	115	0:03:30.000	4.1998	135.9700	9.1600	38.4900	05/30/2024 14:34:19	0.0000
1	3	CV_Chg	116	0:03:33.000	4.1998	135.6600	9.2800	38.9600	05/30/2024 14:34:22	0.0000
1	3	CV_Chg	117	0:03:36.000	4.1998	135.2900	9.3900	39.4400	05/30/2024 14:34:25	0.0000
1	3	CV_Chg	118	0:03:39.000	4.1995	135.0400	9.5000	39.9100	05/30/2024 14:34:28	-375.4800
1	3	CV_Chg	119	0:03:42.000	4.1995	134.7900	9.6200	40.3800	05/30/2024 14:34:31	0.0000
1	3	CV_Chg	120	0:03:45.000	4.1998	134.5400	9.7300	40.8600	05/30/2024 14:34:34	374.0200
1	3	CV_Chg	121	0:03:48.000	4.1998	134.3600	9.8400	41.3300	05/30/2024 14:34:37	0.0000
1	3	CV_Chg	122	0:03:51.000	4.1995	133.9900	9.9500	41.8000	05/30/2024 14:34:40	-372.7000
1	3	CV_Chg	123	0:03:54.000	4.1998	133.8000	10.0600	42.2600	05/30/2024 14:34:43	371.9400
1	3	CV_Chg	124	0:03:57.000	4.1998	133.4900	10.1700	42.7300	05/30/2024 14:34:46	0.0000
1	3	CV_Chg	125	0:04:00.000	4.1998	133.2400	10.2900	43.2000	05/30/2024 14:34:49	0.0000
1	3	CV_Chg	126	0:04:03.000	4.1995	132.8700	10.4000	43.6600	05/30/2024 14:34:52	-369.5900
1	3	CV_Chg	127	0:04:06.000	4.1995	132.5600	10.5100	44.1300	05/30/2024 14:34:55	0.0000
1	3	CV_Chg	128	0:04:09.000	4.1998	132.3100	10.6200	44.5900	05/30/2024 14:34:58	367.8400
1	3	CV_Chg	129	0:04:12.000	4.1998	132.0600	10.7300	45.0500	05/30/2024 14:35:01	0.0000
1	3	CV_Chg	130	0:04:15.000	4.1998	131.6900	10.8400	45.5200	05/30/2024 14:35:04	0.0000
1	3	CV_Chg	131	0:04:18.000	4.1998	131.5100	10.9500	45.9800	05/30/2024 14:35:07	0.0000
1	3	CV_Chg	132	0:04:21.000	4.1998	131.1300	11.0600	46.4400	05/30/2024 14:35:10	0.0000
1	3	CV_Chg	133	0:04:24.000	4.1995	130.8200	11.1700	46.8900	05/30/2024 14:35:13	-363.8200
1	3	CV_Chg	134	0:04:27.000	4.1998	130.4500	11.2800	47.3500	05/30/2024 14:35:16	362.9800
1	3	CV_Chg	135	0:04:30.000	4.1998	130.1400	11.3800	47.8100	05/30/2024 14:35:19	0.0000
1	3	CV_Chg	136	0:04:33.000	4.1995	129.8900	11.4900	48.2600	05/30/2024 14:35:22	-361.1800
1	3	CV_Chg	137	0:04:36.000	4.1995	129.5200	11.6000	48.7200	05/30/2024 14:35:25	0.0000
1	3	CV_Chg	138	0:04:39.000	4.1998	129.2100	11.7100	49.1700	05/30/2024 14:35:28	359.3500
1	3	CV_Chg	139	0:04:42.000	4.1995	128.8400	11.8200	49.6200	05/30/2024 14:35:31	-358.3600
1	3	CV_Chg	140	0:04:45.000	4.1998	128.5300	11.9200	50.0700	05/30/2024 14:35:34	357.4000
1	3	CV_Chg	141	0:04:48.000	4.1995	128.1600	12.0300	50.5200	05/30/2024 14:35:37	-356.5100
1	3	CV_Chg	142	0:04:51.000	4.1998	127.8500	12.1400	50.9700	05/30/2024 14:35:40	355.6000
1	3	CV_Chg	143	0:04:54.000	4.1998	127.5400	12.2400	51.4200	05/30/2024 14:35:43	0.0000
1	3	CV_Chg	144	0:04:57.000	4.1998	127.2300	12.3500	51.8600	05/30/2024 14:35:46	0.0000
1	3	CV_Chg	145	0:05:00.000	4.1998	126.9800	12.4500	52.3100	05/30/2024 14:35:49	0.0000
1	3	CV_Chg	146	0:05:03.000	4.1998	126.6100	12.5600	52.7500	05/30/2024 14:35:52	0.0000
1	3	CV_Chg	147	0:05:06.000	4.1998	126.3000	12.6700	53.1900	05/30/2024 14:35:55	0.0000
1	3	CV_Chg	148	0:05:09.000	4.1998	125.9300	12.7700	53.6300	05/30/2024 14:35:58	0.0000
1	3	CV_Chg	149	0:05:12.000	4.1995	125.6800	12.8800	54.0700	05/30/2024 14:36:01	-349.5000
1	3	CV_Chg	150	0:05:15.000	4.1995	125.3700	12.9800	54.5100	05/30/2024 14:36:04	0.0000
1	3	CV_Chg	151	0:05:18.000	4.1998	125.0600	13.0800	54.9500	05/30/2024 14:36:07	347.7600
1	3	CV_Chg	152	0:05:21.000	4.1998	124.8100	13.1900	55.3900	05/30/2024 14:36:10	0.0000
1	3	CV_Chg	153	0:05:24.000	4.1995	124.4400	13.2900	55.8300	05/30/2024 14:36:13	-346.0200
1	3	CV_Chg	154	0:05:27.000	4.1998	124.1300	13.4000	56.2600	05/30/2024 14:36:16	345.2300
1	3	CV_Chg	155	0:05:30.000	4.1998	123.8200	13.5000	56.6900	05/30/2024 14:36:19	0.0000
1	3	CV_Chg	156	0:05:33.000	4.1995	123.5100	13.6000	57.1300	05/30/2024 14:36:22	-343.4100
1	3	CV_Chg	157	0:05:36.000	4.1998	123.2000	13.7100	57.5600	05/30/2024 14:36:25	342.7100
1	3	CV_Chg	158	0:05:39.000	4.1998	123.0100	13.8100	57.9900	05/30/2024 14:36:28	0.0000
1	3	CV_Chg	159	0:05:42.000	4.1998	122.7600	13.9100	58.4200	05/30/2024 14:36:31	0.0000
1	3	CV_Chg	160	0:05:45.000	4.1995	122.3900	14.0100	58.8500	05/30/2024 14:36:34	-340.4500
1	3	CV_Chg	161	0:05:48.000	4.1998	122.0800	14.1100	59.2800	05/30/2024 14:36:37	339.4700
1	3	CV_Chg	162	0:05:51.000	4.1998	121.8900	14.2200	59.7000	05/30/2024 14:36:40	0.0000
1	3	CV_Chg	163	0:05:54.000	4.1998	121.5800	14.3200	60.1300	05/30/2024 14:36:43	0.0000
1	3	CV_Chg	164	0:05:57.000	4.1998	121.4000	14.4200	60.5500	05/30/2024 14:36:46	0.0000
1	3	CV_Chg	165	0:06:00.000	4.1998	121.1500	14.5200	60.9800	05/30/2024 14:36:49	0.0000
1	3	CV_Chg	166	0:06:03.000	4.1998	120.8400	14.6200	61.4000	05/30/2024 14:36:52	0.0000
1	3	CV_Chg	167	0:06:06.000	4.1998	120.4700	14.7200	61.8200	05/30/2024 14:36:55	0.0000
1	3	CV_Chg	168	0:06:09.000	4.1995	120.1000	14.8200	62.2400	05/30/2024 14:36:58	-334.1600
1	3	CV_Chg	169	0:06:12.000	4.1998	119.9100	14.9200	62.6600	05/30/2024 14:37:01	333.3200
1	3	CV_Chg	170	0:06:15.000	4.1998	119.7900	15.0200	63.0800	05/30/2024 14:37:04	0.0000
1	3	CV_Chg	171	0:06:18.000	4.1998	119.4800	15.1200	63.5000	05/30/2024 14:37:07	0.0000
1	3	CV_Chg	172	0:06:21.000	4.1998	119.2900	15.2200	63.9200	05/30/2024 14:37:10	0.0000
1	3	CV_Chg	173	0:06:24.000	4.1998	119.1000	15.3200	64.3400	05/30/2024 14:37:13	0.0000
1	3	CV_Chg	174	0:06:27.000	4.1998	118.7900	15.4200	64.7500	05/30/2024 14:37:16	0.0000
1	3	CV_Chg	175	0:06:30.000	4.1998	118.5500	15.5200	65.1700	05/30/2024 14:37:19	0.0000
1	3	CV_Chg	176	0:06:33.000	4.1998	118.3600	15.6200	65.5800	05/30/2024 14:37:22	0.0000
1	3	CV_Chg	177	0:06:36.000	4.1998	118.0500	15.7100	66.0000	05/30/2024 14:37:25	0.0000
1	3	CV_Chg	178	0:06:39.000	4.1998	117.9300	15.8100	66.4100	05/30/2024 14:37:28	0.0000
1	3	CV_Chg	179	0:06:42.000	4.1995	117.6800	15.9100	66.8200	05/30/2024 14:37:31	-327.2300
1	3	CV_Chg	180	0:06:45.000	4.1998	117.5500	16.0100	67.2300	05/30/2024 14:37:34	326.6900
1	3	CV_Chg	181	0:06:48.000	4.1998	117.2400	16.1100	67.6400	05/30/2024 14:37:37	0.0000
1	3	CV_Chg	182	0:06:51.000	4.1998	117.0000	16.2000	68.0500	05/30/2024 14:37:40	0.0000
1	3	CV_Chg	183	0:06:54.000	4.1995	116.6200	16.3000	68.4600	05/30/2024 14:37:43	-324.4800
1	3	CV_Chg	184	0:06:57.000	4.1995	116.5000	16.4000	68.8700	05/30/2024 14:37:46	0.0000
1	3	CV_Chg	185	0:07:00.000	4.1998	116.3100	16.5000	69.2800	05/30/2024 14:37:49	323.3500
1	3	CV_Chg	186	0:07:03.000	4.1998	116.0000	16.5900	69.6900	05/30/2024 14:37:52	0.0000
1	3	CV_Chg	187	0:07:06.000	4.1995	115.7600	16.6900	70.0900	05/30/2024 14:37:55	-321.8600
1	3	CV_Chg	188	0:07:09.000	4.1998	115.5100	16.7900	70.5000	05/30/2024 14:37:58	321.2200
1	3	CV_Chg	189	0:07:12.000	4.1998	115.2000	16.8800	70.9000	05/30/2024 14:38:01	0.0000
1	3	CV_Chg	190	0:07:15.000	4.1998	114.9500	16.9800	71.3000	05/30/2024 14:38:04	0.0000
1	3	CV_Chg	191	0:07:18.000	4.1998	114.6400	17.0700	71.7000	05/30/2024 14:38:07	0.0000
1	3	CV_Chg	192	0:07:21.000	4.1995	114.3900	17.1700	72.1000	05/30/2024 14:38:10	-318.0100
1	3	CV_Chg	193	0:07:24.000	4.1998	114.1400	17.2600	72.5000	05/30/2024 14:38:13	317.3900
1	3	CV_Chg	194	0:07:27.000	4.1998	113.9600	17.3600	72.9000	05/30/2024 14:38:16	0.0000
1	3	CV_Chg	195	0:07:30.000	4.1998	113.6500	17.4500	73.3000	05/30/2024 14:38:19	0.0000
1	3	CV_Chg	196	0:07:33.000	4.1998	113.4000	17.5500	73.7000	05/30/2024 14:38:22	0.0000
1	3	CV_Chg	197	0:07:36.000	4.1998	113.2100	17.6400	74.1000	05/30/2024 14:38:25	0.0000
1	3	CV_Chg	198	0:07:39.000	4.1998	112.8400	17.7400	74.4900	05/30/2024 14:38:28	0.0000
1	3	CV_Chg	199	0:07:42.000	4.1998	112.5900	17.8300	74.8900	05/30/2024 14:38:31	0.0000
1	3	CV_Chg	200	0:07:45.000	4.1998	112.4700	17.9200	75.2800	05/30/2024 14:38:34	0.0000
1	3	CV_Chg	201	0:07:48.000	4.1998	112.2200	18.0200	75.6700	05/30/2024 14:38:37	0.0000
1	3	CV_Chg	202	0:07:51.000	4.1998	111.9700	18.1100	76.0600	05/30/2024 14:38:40	0.0000
1	3	CV_Chg	203	0:07:54.000	4.1998	111.6600	18.2000	76.4600	05/30/2024 14:38:43	0.0000
1	3	CV_Chg	204	0:07:57.000	4.1998	111.4800	18.3000	76.8500	05/30/2024 14:38:46	0.0000
1	3	CV_Chg	205	0:08:00.000	4.1998	111.1700	18.3900	77.2400	05/30/2024 14:38:49	0.0000
1	3	CV_Chg	206	0:08:03.000	4.1998	110.8600	18.4800	77.6200	05/30/2024 14:38:52	0.0000
1	3	CV_Chg	207	0:08:06.000	4.1998	110.6700	18.5800	78.0100	05/30/2024 14:38:55	0.0000
1	3	CV_Chg	208	0:08:09.000	4.1995	110.4200	18.6700	78.4000	05/30/2024 14:38:58	-307.0700
1	3	CV_Chg	209	0:08:12.000	4.1998	110.1100	18.7600	78.7800	05/30/2024 14:39:01	306.3400
1	3	CV_Chg	210	0:08:15.000	4.1998	109.8700	18.8500	79.1700	05/30/2024 14:39:04	0.0000
1	3	CV_Chg	211	0:08:18.000	4.1995	109.6800	18.9400	79.5500	05/30/2024 14:39:07	-304.9100
1	3	CV_Chg	212	0:08:21.000	4.1998	109.4300	19.0300	79.9400	05/30/2024 14:39:10	304.3700
1	3	CV_Chg	213	0:08:24.000	4.1998	109.1200	19.1300	80.3200	05/30/2024 14:39:13	0.0000
1	3	CV_Chg	214	0:08:27.000	4.1998	108.7500	19.2200	80.7000	05/30/2024 14:39:16	0.0000
1	3	CV_Chg	215	0:08:30.000	4.1998	108.5000	19.3100	81.0800	05/30/2024 14:39:19	0.0000
1	3	CV_Chg	216	0:08:33.000	4.1998	108.3200	19.4000	81.4600	05/30/2024 14:39:22	0.0000
1	3	CV_Chg	217	0:08:36.000	4.1998	107.9400	19.4900	81.8400	05/30/2024 14:39:25	0.0000
1	3	CV_Chg	218	0:08:39.000	4.1998	107.7600	19.5800	82.2200	05/30/2024 14:39:28	0.0000
1	3	CV_Chg	219	0:08:42.000	4.1995	107.5100	19.6700	82.5900	05/30/2024 14:39:31	-298.9400
1	3	CV_Chg	220	0:08:45.000	4.1998	107.2600	19.7600	82.9700	05/30/2024 14:39:34	298.2900
1	3	CV_Chg	221	0:08:48.000	4.1998	107.0100	19.8500	83.3400	05/30/2024 14:39:37	0.0000
1	3	CV_Chg	222	0:08:51.000	4.1998	106.8300	19.9300	83.7200	05/30/2024 14:39:40	0.0000
1	3	CV_Chg	223	0:08:54.000	4.1998	106.5800	20.0200	84.0900	05/30/2024 14:39:43	0.0000
1	3	CV_Chg	224	0:08:57.000	4.1998	106.3900	20.1100	84.4600	05/30/2024 14:39:46	0.0000
1	3	CV_Chg	225	0:09:00.000	4.1998	106.2100	20.2000	84.8400	05/30/2024 14:39:49	0.0000
1	3	CV_Chg	226	0:09:03.000	4.1998	105.9600	20.2900	85.2100	05/30/2024 14:39:52	0.0000
1	3	CV_Chg	227	0:09:06.000	4.1998	105.6500	20.3800	85.5800	05/30/2024 14:39:55	0.0000
1	3	CV_Chg	228	0:09:09.000	4.1998	105.4000	20.4600	85.9500	05/30/2024 14:39:58	0.0000
1	3	CV_Chg	229	0:09:12.000	4.1998	105.2200	20.5500	86.3200	05/30/2024 14:40:01	0.0000
1	3	CV_Chg	230	0:09:15.000	4.1998	104.9700	20.6400	86.6800	05/30/2024 14:40:04	0.0000
1	3	CV_Chg	231	0:09:18.000	4.1998	104.7800	20.7300	87.0500	05/30/2024 14:40:07	0.0000
1	3	CV_Chg	232	0:09:21.000	4.1998	104.5300	20.8100	87.4200	05/30/2024 14:40:10	0.0000
1	3	CV_Chg	233	0:09:24.000	4.1998	104.2200	20.9000	87.7800	05/30/2024 14:40:13	0.0000
1	3	CV_Chg	234	0:09:27.000	4.1998	103.9800	20.9900	88.1500	05/30/2024 14:40:16	0.0000
